global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
2130.8541323077925	-2.02494898803252	4.100418404133927	4540539.333173195	2524.519642089844	-24.50302661132764	600.3983131154306	6373199.423297435	2321.0531425523936	-9.380135530211192	87.98694256513039	5387287.690552342	2331.130316443024	1850.6090708428287	0.948543	29.024815	0.1584913685711612	0.073016914069007	-0.068650266	0.0071381508	-0.0683325997	-0.000533504	-0.0074421936	0.0163086888	0.0102192547	0.031156639	0.0130539563	-0.0269658645	-0.0938651883	0.0524685375	-0.0024275243	-0.0243463581	0.0103106776	0.0052798188	-0.0439797462	0.0203696243	-0.02095938	0.0058397021	0.0023571475	0.0446238388	-0.0299558694	0.0328192887	0.0519711033	0.0515669463	-0.0748320855	-0.0001505119	-0.0147883751	0.0530883167	0.0359000194	0.0370834419	-0.0826461565	-0.0075773443	-0.0015132712	-0.0275364387	-0.009624833	-0.0195861624	-0.0117217264	-0.0374366308	-0.0057836452	-0.0145937981	-0.0286479798	0.0252738556	-0.1049951264	0.007859017	0.0130411862	-0.025968139	0.0448217969	0.0587709894	0.051211508	-0.0160778312	0.0250668711	0.0005523293	-0.0354006057	-0.0218761082	-0.0720372136	0.0287766354	0.0213050103	0.0037962622	-0.0089185692	-0.0043248081	-0.0294430678	0.0336047886	-0.0070182763	-0.0322222487	-0.021034903	-0.0016698215	0.059931782	-0.0174495055	-0.0190649939	-0.0160402493	0.0169660073	0.0215329211	0.0399904195	0.0326867542	-0.0141484026	0.0300813416	0.0198702214	0.0280675319	0.060390626	0.0076839116	-0.0490241061	-0.0802034182	-0.0696177779	-0.0227795284	0.0359208828	0.0759159322	-0.0015819259096616	-0.0395316688447592	2.502489583658681e-06	0.0015627528416517	0.0637972528002279	0.0171320213287487	0.0040700894648561	0.0002935061548087	-0.0023454479513631	-0.011571923839682	0.0001339094213514	5.501126092553362e-06	0.0001488953346157	0.0002319289003866	5.379101483454949e-08	2.2169820670321273e-08	-0.0005961511223186	0.0009137931841797	3.553961606417264e-07	8.350179834532753e-07	-0.002027956948902	-0.0006593930065931	4.3479913714388813e-07	4.112609386599909e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2130.025223796881	-0.828908510911333	0.6870893194612434	4537007.454010954	2565.9395532226563	41.4199111328121	1715.609038250052	6584045.790792485	2319.6083034003245	-1.4448391520691075	2.0875601753517774	5380582.681203732	2330.429497946257	1831.010008828503	0.98287	30.07522	0.1748051466626248	0.0915823554399285	-0.0531573727	-0.0071473864	0.0401627228	-0.0130669362	0.0198694705	0.0441867486	-0.0598847702	-0.0372750544	0.0177332027	-0.0020971385	0.0302722624	-0.0185136844	-0.0021734746	-0.0055799352	0.0187809293	-0.0350696238	-0.0056276471	-0.0373240944	0.0004543718	0.0512423206	0.0073357911	0.0819614016	0.0139749058	0.1071829117	-0.0467681514	-0.0006477092	-0.0127653108	0.0981677131	-0.042992329	-0.0367243308	-0.0322100855	0.006073441	-0.003956216	-0.0910093717	-0.0031824578	-0.0110503494	-0.0357990165	0.0175106062	-0.0418760537	0.0060203604	-0.0193878214	-0.0654477349	0.0226046428	0.0787587827	0.0130197603	-0.0736681806	-0.0535620845	-0.084143924	-0.0250898783	0.0269100455	-0.013329462	0.0599585238	0.0632472856	0.0226734393	0.0699433771	0.0420538429	-0.0366246356	0.0165675781	0.0363379589	-0.0107171981	-0.0362599374	0.0293755948	0.0118279819	0.0456543382	0.0418911841	-0.0229058563	-0.0082942715	-0.0206937287	-0.0072308261	-0.0138391641	-0.0420892032	0.0546119376	-0.0301137645	0.0133810955	0.0318636985	-0.0423948374	0.0047432264	-0.0089223638	0.0859087311	-0.0090464873	0.0598118772	0.0059798738	-0.0510508491	-0.0807737477	-0.0672896215	-0.0178113211	0.041194508	0.0781648097	0.0114555359022006	0.0130374618118622	0.0001312293028066	0.0001699754104957	0.0643150298168677	0.0005177770166397	0.0041364230603445	2.6809303896040934e-07	0.0461833863592247	0.0485288343105878	0.0023550477595444	0.0021329051756054	0.0005777416358859	0.0004288463012702	1.839091501131312e-07	3.337853978361159e-07	0.000546718833789	0.0011428699561076	2.9890148321960424e-07	1.306151736573388e-06	-0.0027106621619949	-0.0006827052130929	4.660864079842222e-07	7.347689356470866e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2126.494288643677	-3.530935153204154	12.467503056132848	4521977.959634178	2541.125161621094	-24.81439160156242	615.7540305556915	6457317.08702383	2322.8471388679227	3.2388354675981645	10.49005518617182	5395618.830546894	2333.145387019073	1877.0432299116108	1.137843	34.81728	0.2314306929764401	0.1008533347020045	-0.0675972515	0.0190437225	-0.0998740258	0.0910912559	-0.0563381685	0.0128080316	-0.004684343	-0.0473329234	-0.0121630834	0.0025651397	-0.0691004133	0.1161932345	-0.0031496289	-0.0329265305	-0.0029509782	0.0458160344	-0.0161994434	0.0284801293	-0.0458165936	0.047856987	-0.0094194258	0.0098123512	-0.0267743872	0.0463449755	-0.0442864228	0.1078027192	-0.0211694031	-0.0360134559	0.0520749422	-0.0750098157	0.0205469416	-0.0669113203	-0.091973919	0.0317211222	-0.0036476417	-0.0381554316	0.0378662941	-0.0479054465	-0.0112100551	-0.0458982768	0.0286209714	-0.0527958948	-0.0401161344	0.0103066198	-0.1352223488	0.0410314164	-0.0342670318	0.0135577	0.0163469166	0.0463106686	-0.0246317253	0.0063714609	-0.0994490416	-0.0208043456	-0.0094660548	-0.034101811	-0.0720780953	0.0418221998	0.0223472055	0.0412951161	-0.0527123439	0.021155623	-0.0542747933	0.0765525168	0.0482503938	0.0037709488	-0.0409208832	-0.0342248001	0.0290936693	0.0035977277	-0.0013517572	-0.066358244	0.0244772183	-0.0146603575	0.0890093786	0.0241601072	-0.032681916	-0.0157744541	-0.0319860986	-0.0049606907	0.0592265694	0.0042732129	-0.0530272111	-0.0812023727	-0.064777029	-0.0127728206	0.0462468756	0.0798654172	-0.0276450011558466	-0.0391005370580472	0.0007642460889067	0.0015288519982277	0.059887169735262	-0.0044278600816056	0.0035864730989	1.9605944902277177e-05	-0.0049630775627775	-0.0511464639220022	0.0026159607717246	2.4632138894145446e-05	-0.0001617311196945	-0.0007394727555804	5.4681995624567e-07	2.6156955077636687e-08	0.0011591075331804	0.0006123886993913	1.343530273475552e-06	3.750199191422903e-07	-0.001327406978671	0.0013832551833239	1.9133949021924363e-06	1.7620092870244728e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2124.2071139861146	-2.2871746575624456	5.231167914195891	4512255.863109218	2538.478698486328	-2.646463134765781	7.003767123674327	6443874.102668842	2319.646549851861	-3.2005890160617128	10.243770049734882	5380760.116239642	2328.1968802607707	1807.5986003290031	1.244559	38.082733	0.3504500454865182	0.1697740506110494	-0.0317447163	-0.0820981601	0.0347033371	0.046470699	0.0711043501	0.0316551636	-0.0447990299	0.0178010665	-0.0513934876	0.0509499308	-0.0253685798	-0.034021169	-0.0069752314	-0.0272295437	0.0243662468	0.0205554345	-0.0422495806	0.0551039019	0.0443896071	-0.0060885274	-0.0210363887	0.0251716751	0.0532607489	-0.0179295213	-0.0604937516	-0.0092353968	-0.0249805351	-0.0022331954	0.0062157354	0.0364694888	-0.0383454649	0.0169364171	0.0089805979	0.0830434508	-0.0069388748	-0.0177943978	-0.0121722952	-0.0258679457	0.0543179126	-0.0474613278	-0.0278839394	0.0191464397	-0.0088370441	0.0270313775	0.0271807762	-0.0923215615	-0.0719241909	-0.0030613882	-0.0202227006	-0.024851396	-0.0250123343	-0.0248102828	-0.0225351559	0.0497324595	-0.023686408	-0.0426567059	-0.0165682428	0.0645607168	0.0570093158	0.0753282376	-0.1219289719	0.0700423427	-0.0518098035	-0.027736323	-0.0098156179	0.0152086139	-0.0877329364	-0.0031224164	-0.0519446776	0.0155743804	0.0302913521	0.1152705191	-0.0189843211	0.0450419473	0.0270978917	0.0660101299	-0.075303608	0.0483159331	0.0599773542	-0.0529548005	0.0586347667	0.0025646777	-0.0549512416	-0.0814885411	-0.0620868871	-0.0076839116	0.0510508491	0.0810058262	-0.0795541558438941	-0.0519091546880474	0.0063288637120345	0.0026945603404276	0.0955702961363442	0.0356831264010822	0.0091336815035885	0.0012732855097556	0.080767842846491	0.0857309204092685	0.0073497907142203	0.0065234444380754	-0.0012427672791014	-0.0010810361594069	1.1686391779452206e-06	1.5444705100050972e-06	0.0016700432599938	0.0005109357268134	2.7890444902507198e-06	2.610553169343375e-07	-0.0032779719722131	-0.0019505649935421	3.8047037940318927e-06	1.0745100250614642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2123.248842339692	-0.9582716464224176	0.9182845483371312	4508185.646496843	2543.1692172851563	4.69051879882818	22.00096660216055	6467709.667746794	2323.877540655388	4.23099080352722	17.901283179531912	5400406.823962536	2333.1555659082646	1824.515549296849	1.121767	34.325371	0.2696143698360232	0.1237151119900889	-0.0255047214	-0.0778329087	-0.0944096117	0.020789237	-0.0487585166	0.0266914181	-0.0389269795	-0.01769474	-0.0671191115	0.0507337859	0.0039150479	0.0769283045	0.0030262119	-0.0344206155	0.0217012003	0.0363213691	-0.0432386872	0.0669820212	0.0067472818	-0.0135380716	-0.0473103579	0.0670739054	0.0162114996	-0.0541640426	-0.0421367555	0.0040338371	0.0255968808	0.0056245158	-0.0529969154	0.0101229952	-0.0311293278	0.0178720423	-0.0060531069	0.0549440871	0.001135092	-0.0318896848	-0.0046521479	-0.0408769108	0.0305253847	-0.066942722	-0.0111934771	-5.40928e-05	-0.0347274258	0.0547818212	0.0021191613	-0.0683692679	-0.0190666281	-0.0199709805	0.0291237255	0.0649397186	-0.0885202384	0.0528981991	-0.0334348745	-0.0093517878	0.0072146727	0.0125473996	0.0073610039	0.0651542772	0.0816403718	0.0613675046	-0.0962893442	0.0469380134	-0.1465620251	-0.0681811304	-0.0518106479	0.0025637621	-0.0237291251	0.0258986709	0.0305145236	-0.0728462121	0.0081094114	-0.0166291431	0.0383060773	0.0542727936	0.0301666465	-0.0231258771	0.0588390284	-0.0131897933	0.0389954903	0.0032825377	0.058036534	0.0008550176	-0.0568210419	-0.081631751	-0.0592265694	-0.0025646777	0.0555806262	0.0815780375	-0.0237519863683388	0.0558021694755552	0.0005641568564417	0.0031138821181785	0.0893234315401372	-0.006246864596207	0.0079786754221055	3.902331728334451e-05	0.1038559249324819	0.0230880820859909	0.0005330595344094	0.0107860531435813	-0.0022702003179527	-0.0010274330388513	1.0556186493232173e-06	5.153809483632541e-06	0.0003067472730311	-0.0013632959869627	9.409388951201625e-08	1.8585759480686023e-06	-0.0019791559244617	0.0012988160477514	1.686923125896567e-06	3.917058173331847e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2121.91701718284	-1.331825156852119	1.7737582484241716	4502531.827810121	2538.4627175292967	-4.706499755859568	22.15113995190617	6443792.968286222	2317.844222199214	-6.033318456174129	36.400931593611375	5372401.83838228	2326.9716305273846	1820.1944681786408	0.947148	28.982141	0.1055131159939758	0.0524828177626944	-0.0318734443	-0.0711533635	-0.0800780096	0.0670219129	-0.0349569859	0.0232532518	0.0178745291	0.0125820838	0.0375583272	0.0066302822	-0.099889492	0.0417424577	-0.0023085123	-0.0063807913	0.0085474363	-0.0084914332	-0.0618742454	0.0163851134	0.0375060122	0.0308592164	-0.0536982373	0.0645838432	0.0335189828	-0.0080012573	0.0281377871	0.0078330766	-0.0125580597	0.0771403579	-0.0513210563	-0.0509107332	0.0693178962	-0.0812735417	-0.0876133684	-0.0501035587	-0.001624041	-0.0084585379	-0.0025096897	0.0012623404	0.0232136096	-0.0422652245	-0.0534702338	-0.037855613	-0.0683007137	0.0087091757	-0.0923502024	-0.048608507	0.0069979591	-0.0171520705	0.0747721772	0.0079708465	-0.0326886845	0.0618657064	0.0445236818	-0.0832516815	-0.0049558291	-0.0268790388	-0.0064472283	0.0633935546	0.0640736603	0.0600253212	-0.0712883122	0.0267150607	-0.133549603	-0.0412018528	-0.0221569033	0.0491169224	-0.0555834137	0.0010499515	0.0158742881	-0.0523028043	-0.0264514908	-0.0657475758	-0.0052929411	0.0215796636	-0.0513065099	0.0624009869	-0.0854094957	-0.0002712731	0.0240421926	0.0040871715	0.057431937	-0.0008550176	-0.0586347667	-0.081631751	-0.0562039158	0.0025646777	0.0598118772	0.0815780375	-0.0122378314372042	0.0115141549311346	0.0001497645182854	0.0001325757637781	0.1059877960949506	0.0166643645548134	0.0112334129210648	0.0002777010460157	0.06334635267131	-0.0405095722611719	0.0016410254447831	0.0040127603967579	-0.0027019438826489	-0.0004317435646962	1.8640250565658186e-07	7.300500744983813e-06	6.375725902008078e-05	-0.000242990014011	4.064988077753672e-09	5.9044146909075334e-08	-0.0020409228306916	-6.176690622989971e-05	3.815150705213223e-09	4.165366000838213e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2128.27277018462	6.355753001780158	40.39559621963749	4529544.984309318	2536.559294677734	-1.9034228515624816	3.6230185518502496	6434133.055416005	2323.9873896925483	6.143167493334204	37.73850685115804	5400917.387449984	2334.015532489601	1829.0171017971472	0.955806	29.247076	0.074371417585628	0.0400492198467667	-0.0341467426	-0.0955624337	0.0010382169	0.0780162687	0.0200171183	0.0303515493	-0.0260946825	0.0111227789	-0.0432557875	0.0631901693	0.0050015899	0.0010896777	0.0043249006	-0.0325142296	0.0177252863	0.0306483701	-0.0591474394	0.0245897514	0.0212720566	0.0048306986	0.0008524037	0.0383441352	0.0211275254	-0.0467518684	0.0108047532	0.0537087956	0.040585007	-0.0211432524	-0.0690024614	0.0953308715	-0.02025797	0.0841498337	-0.0040374166	-0.0236353434	0.0042675112	-0.031789316	-0.0023395555	-0.0400824847	0.0120770438	-0.0512407556	-0.041154786	0.0077663941	-0.0016550423	0.0455359259	0.0265738508	-0.0807647435	-0.0138456669	-0.0112237782	0.0418740094	-0.0656826016	0.0151397256	-0.042350949	-0.049176696	-0.0090292891	-0.0550477437	0.0899119398	0.0090192555	0.0651708919	0.0911307553	0.0555228995	-0.0843431579	0.049401871	-0.1453570969	-0.0560903293	-0.0396146798	0.0383552906	-0.0257037846	-0.0077779168	-0.0255807324	0.0059485615	0.0135153316	0.0798146681	0.0292913243	0.0061664394	-0.0676230575	0.0156516844	-0.0070758095	-0.0260706198	0.0542805938	-0.0088970266	0.0568210419	-0.0025646777	-0.060390626	-0.0814885411	-0.0530272111	0.0076839116	0.0637218759	0.0810058262	-0.0145670041964081	-0.0023291727592039	0.0002121976112581	5.42504574221751e-06	0.1073983312864044	0.0014105351914538	0.0115344015631042	1.989609526329613e-06	0.0811044686347344	0.0177581159634244	0.0003153506825704	0.0065779348325226	-0.0020412693464469	0.000660674536202	4.364908427857283e-07	4.166780544743754e-06	0.0002548740088035	0.0001911167497834	6.49607603635666e-08	3.6525612047778086e-08	-0.0018352422432461	0.0002056805874454	4.2304504051925874e-08	3.3681140913949774e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2121.1257831153484	-7.146987069271745	51.079424168337525	4499174.5877967	2528.159151733398	-8.40014294433604	70.56240148527854	6391588.696493335	2318.4727267046346	-5.514662987913653	30.41150787026473	5375315.784473224	2326.595066469584	1800.8104921959748	0.938977	28.732126	0.0954424942035407	0.0570136027079532	-0.0120150193	-0.0933999087	-0.0657449853	0.0030867752	0.0038508552	0.015489274	-0.0158789981	0.0370847938	-0.0924876454	0.0378199591	-0.0042448606	0.0104264096	-0.0022136242	-0.0185844195	-0.0007026985	0.0301075324	-0.0513613437	0.0620602098	0.0478143157	0.0222331677	-0.0387335656	0.1209573986	0.0279343359	-0.0614831312	0.0083029385	-0.0079332268	0.0456251278	-0.0508526875	-0.0491740058	-0.0368396963	0.0457951503	0.0616570774	-0.0062055346	0.0614555843	-0.0027841071	-0.0163468886	0.0175241059	-0.0234032851	0.0702516798	-0.0594473512	-0.0412465549	-0.0211482434	-0.0061697923	0.0438064718	-0.0011542614	-0.1064707929	0.0670893251	0.0076756376	0.0323362276	0.0308394015	-0.0406771539	0.1109828548	-0.0375152262	0.0145021521	-0.0540892181	0.0229009758	0.0042395405	0.0679764057	0.0706634299	0.0723383549	-0.0799152271	0.0504878353	-0.0857282987	-0.116954062	-0.0761940577	0.0825073187	-0.0632927589	-0.0220198792	0.0498837476	-0.0426172847	0.0426058935	0.0528275003	-0.0308942648	0.0547515661	0.0487090976	0.0178011713	0.0263549718	0.0362536118	0.0399249932	-0.0079840981	0.0562039158	-0.0042732129	-0.0620868871	-0.0812023727	-0.0497051625	0.0127728206	0.0672896215	0.0798654172	-0.0332543330366235	-0.0186873288402154	0.0011058506657106	0.0003492162591823	0.1105376990223447	0.0031393677359402	0.0122185829051544	9.855629781462918e-06	0.083446779168824	0.0023423105340895	5.486418638107071e-06	0.0069633649536504	-0.002341915141741	-0.0003006457952941	9.038789422802197e-08	5.484566531115768e-06	6.474352045549026e-05	-0.000190130488348	4.191723440970485e-09	3.614960259945268e-08	-0.0027699357014699	-0.0009346934582237	8.736518608463661e-07	7.672543790277546e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2122.6087832438634	1.4830001285149592	2.1992893811753857	4505468.046703994	2514.22676953125	-13.932382202148348	194.11127382674	6321336.248627544	2320.048683539837	1.5759568352023052	2.483639946420866	5382625.89399493	2328.3519038116583	1789.0556282074017	0.985424	30.15336	0.1447194814406773	0.080328375849974	-0.0262495525	-0.0538437742	-0.0830156614	-0.0175242367	-0.0069944627	0.0075518863	0.0333997418	0.0739354341	0.0031375433	-0.0354558098	-0.0300112572	0.1349423538	0.0125247917	-0.0039577536	0.0280984316	0.0277652135	-0.0710269218	0.0476180475	0.0360199541	0.0089435233	-0.0753356897	0.099556593	-0.0462805456	-0.0590815297	-0.0515319921	-0.0286257903	0.0272979889	-0.0290290527	-0.0554005546	-0.0080374334	0.113059726	-0.0497524788	-0.0838606849	-0.0011540093	0.0118486307	-0.0071476879	0.0051881332	-0.0443796664	0.0523223751	-0.0675197452	-0.047829541	-0.0022803875	-0.0613777528	0.0516963781	-0.0808594986	-0.0031288987	0.1066120847	0.0506317044	-0.0093091247	-0.0286999442	-0.0744427602	0.1027761001	0.0313097218	-0.0576818537	-0.1122810641	-0.0412313771	-0.0136863701	0.0541778905	0.0635992245	0.0392511295	-0.0630916051	0.0131742521	-0.0975650335	-0.0474952855	-0.0281257763	0.0314202196	-0.0765394377	0.0382433878	0.0708011241	-0.1468193988	0.0267282128	-0.0695202149	0.005368562	-0.0162985718	-0.0423467002	0.0390905136	0.0355685135	0.0698506491	0.020426382	0.0364003588	0.0555806262	-0.0059798738	-0.0637218759	-0.0807737477	-0.0462468756	0.0178113211	0.0704959515	0.0781648097	-0.038715985477566	-0.0054616524409425	0.0014989275314991	2.982964738565319e-05	0.098787667052818	-0.0117500319695267	0.0097590031617384	0.0001380632512848	0.0458797881413559	-0.0375669910274681	0.0014112788148578	0.0021049549598957	-0.0016119506906955	0.0007299644510455	5.328480997901582e-07	2.598385029233699e-06	6.087415554278941e-05	-3.869364912700846e-06	3.705662813047719e-09	1.497198482764042e-11	-0.0017049533973733	0.0010649823040965	1.1341873080389023e-06	2.906866087214758e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2125.7241509952564	3.115367751393024	9.705516226419622	4518703.166124504	2553.4818388671874	39.255069335937606	1540.9604685692689	6520269.501424553	2322.178259032284	2.129575492447202	4.535091778031744	5392511.86672221	2332.5184171668657	1789.8727851735257	1.302242	39.847813	0.1973490137294702	0.1198851992647614	-0.0198699821	-0.1000299348	0.0610539872	-0.0553054433	0.002646061	0.0556758542	-0.0362502561	0.01699494	0.019269802	0.0181983846	0.008942624	-0.060457624	-3.63218e-05	-0.0127679955	0.0680706693	-0.0462728243	-0.0749124774	-0.0052494733	-0.0228633335	0.0255935891	-0.0553642936	0.0376092581	0.1375525494	0.0526606802	-0.0152233015	-0.0103647339	0.0362105761	0.0530950324	0.064457659	0.0946829524	-0.1090233229	-0.0315027176	-0.0673486973	-0.0196165241	0.0001840953	-0.0089019928	-0.0858316074	0.0094219358	-0.05185417	-0.0332328392	-0.0355146089	0.0158799301	-0.0599306546	-0.0316182382	0.0370105109	-0.1573370565	-0.0635863412	-0.1466819542	0.0359804935	-0.0256610847	-0.0754570502	-0.1195339135	-0.0072856253	0.0011121113	0.0170848094	0.0006940042	0.0445451013	0.0405574234	0.0911814422	0.0096682124	-0.1184851808	0.0027818799	-0.066340557	-0.0711223271	0.0005553548	-0.0716266949	0.0354825785	0.1383366046	-0.1066584551	-0.1241647157	-0.0665277795	0.0750025797	0.0034673675	-0.1314826656	-0.1066026501	-0.0561216379	-0.0071876225	0.110380408	0.0893005083	-0.070984029	0.0549512416	-0.0076839116	-0.0652939789	-0.0802034182	-0.0426618292	0.0227795284	0.0733236445	0.0759159322	-0.0427842105306837	-0.0040682250531176	0.0018304886707338	1.655045508281451e-05	0.1788792046414471	0.0800915375886291	0.0319977698531567	0.0064146543933107	0.1273247976566338	0.0814450095152778	0.0066332895749437	0.0162116040983027	-0.0016261959794644	-1.4245288768900036e-05	2.0292825210934954e-10	2.6445133636261794e-06	0.0002932031878939	0.0002323290323511	8.596810939114563e-08	5.3976779273203396e-08	-0.0020932639077022	-0.0003883105103289	1.5078505243189078e-07	4.381753787288684e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
