global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
2377.223581533661	-6.553822027827209	42.95258317243315	5651191.956599727	3013.06584754357	20.14595133463536	405.85935517749607	9078565.801633451	2597.7308502197266	-7.286955091688469	6748205.570183303	53.09971450828451	2661.2987311578568	2242.3181413325483	0.969839	20.062996	0.0438609205862293	0.0275450433783968	0.0848647928	-0.0146518953	-0.0687775192	-0.0116887496	-0.0660346015	-0.0806601272	-0.0061453682	-0.0142780965	-0.0676624897	-0.0178685057	0.0353859731	0.0184973017	-0.0225919312	0.0173652773	0.0606667595	-0.065244512	-0.0413146595	-0.00978408	0.1093932569	0.0185366793	0.0698541381	0.0543773567	-0.0569162321	0.0909827469	-0.0336111575	0.0668230639	0.0189900239	0.1025900532	0.0173487672	-0.0864968486	-0.0112584004	-0.0597542965	0.0780622023	0.0187486775	-0.0180362473	-0.0559032164	-0.0353730921	0.0072855741	-0.0814345994	0.0145353843	0.0366505015	-0.036849104	-0.0085793348	-0.0538734958	-0.0818557285	0.0104129444	0.0739444727	-0.0186037892	-0.0343267284	0.0145801801	0.0632992262	0.0054813425	0.0789198986	-0.1163302332	-0.0338142143	-0.0454878894	0.0659472114	-0.0431374023	0.0712689881	0.0330866791	-0.0272733237	-0.1190429681	0.0357948579	-0.0639654541	-0.042810941	0.0253917295	0.0522748224	-0.0239584489	-0.0743983628	0.0140128694	0.0297437455	0.017423216	0.0530130715	0.0562513556	0.01857307	-0.0273013887	0.0556927453	-0.101907941	-0.0630853478	-0.0293643107	0.0816178388	-0.0207664447	0.0174528464	-0.0207756265	-0.0191853368	-0.0562609732	-0.0791023584	-0.0249640249	-0.0636059212	-0.0307160507	-0.0330143322	0.0417179836	0.0090822448	-0.0331220587	-0.0371304912	0.0265842285	-0.0362511422	0.0797754371	0.0742388174	0.0652939789	0.0533515689	0.0389598496	0.0227795284	0.0055534252	-0.0119276293	-0.0224042535789124	0.0003685572743563	0.0005019505784282	1.3583446448094508e-07	-0.0040800234764617	-0.0046328063270663	1.664659156847862e-05	2.146289446410554e-05	-0.0026256656711183	0.0189076419319036	6.894120216489113e-06	0.000357498923425	-0.0005029946193377	-0.0003609994296413	2.5300358708267777e-07	1.3032058820134397e-07	7.403616448375949e-05	1.6024378908463532e-05	2.567807194020109e-10	5.481353651466291e-09	-0.0001439813862484	2.2014492508300008e-05	4.846378803979972e-10	2.0730639586010943e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2367.446508084382	-9.777073449279214	95.59116523260056	5604802.968640934	3033.613415527344	20.547567983774115	422.2025500478191	9202810.354867475	2592.5642751057944	-5.16657511393214	6721389.520554833	26.693498407902908	2660.7768946493825	2232.917633807486	1.087506	22.497175	0.0530996980157234	0.0345965631091743	0.0451030877	-0.0778268085	-0.080433704	0.0300152815	-0.0640380261	-0.113156902	0.0336900345	-0.0055615418	0.0282193288	0.0849889024	-0.0123221376	0.0026999009	-0.0570034348	0.0179956587	0.0983060302	0.0070819661	-0.1089865889	-0.0510744553	0.0501028451	0.0640641977	-0.038005104	0.0033961007	-0.0447275445	-0.0330736482	0.0412304794	-0.0333054329	-0.0022210659	-0.0234729109	-4.687e-07	0.073847124	-0.0872174169	-6.93836e-05	-0.0223470898	0.0036567093	-0.09906945	0.0464510679	-0.0746830134	-0.0982931167	0.0131479218	0.0479586274	0.0403132635	-0.0679016847	0.0053312833	0.0145071692	-0.0318475725	0.0305592885	0.11014055	0.021243944	0.0074166036	-0.0429959562	0.0704408499	-0.0043008425	0.0668953696	-0.0682160397	0.0417015679	0.042501029	-0.0877360138	-0.0232272606	-0.1133206261	-0.0011499698	0.0084333768	0.0229698078	-0.0383273985	0.0051786	-0.0363729928	-0.0822437623	-0.0370087079	-0.0362241551	-0.0666613768	-0.0418063445	-0.0104865935	0.07887606	-0.0561298621	0.05271122	0.0296877272	-0.006466582	0.0394214186	-0.011331001	-0.1199865852	0.0051095169	0.1395900368	-0.0157147481	-0.0384196912	0.0436716171	-0.0628542116	-0.0355599758	-0.0141560999	-0.0395341504	-0.0037615368	0.0623439152	0.0087803891	-0.0084538087	0.006111705	-0.0505151247	-0.0041563227	-0.0195955549	-0.0816605151	0.0795889182	0.0735107199	0.0637218759	0.0507165039	0.0351510839	0.0178113211	-0.0004275147	-0.0186447705	-0.0185740778229757	0.0038301757559367	0.0003449963669739	1.4670246321365274e-05	-0.0037125975893417	0.00036742588712	1.3783380860385805e-05	1.3500178252591906e-07	-0.007531335558248	-0.0049056698871297	5.672101529093072e-05	2.4065597041491123e-05	0.0001360148725775	0.0006390094919152	1.850004556227356e-08	4.083331307577221e-07	0.0002779927236664	0.0002039565591826	4.1598278033621936e-08	7.727995441146344e-08	-0.0001070189076355	3.696247861289999e-05	1.3662248252090895e-09	1.1453046591495682e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2368.824580063298	1.3780719789160685	1.899082379073649	5611329.89111206	3013.66342961238	-19.949985914964145	398.00193800726777	9082167.26698305	2593.4361457824707	0.8718706766762807	6725911.0422510365	0.7601584768479556	2651.3435341127456	2150.3224033197607	1.1549	23.891336	0.0423402849865328	0.0199174030556816	-0.0147949219	-0.1185741131	0.0032923267	0.0505791279	-0.0129606677	-0.070501005	-0.0083184549	0.0394099403	0.0495067947	0.0385568679	-0.0239735653	-0.1328852347	-0.0659682588	-0.0159626637	0.0519526632	-0.0257783562	-0.112493188	0.0171932442	-0.0088509542	-0.0445540533	-0.0497921155	-0.0453995618	-0.0849632185	0.1213162711	-0.0216974816	-0.0211591422	-0.0379194072	0.1017077881	-0.0539317694	-0.0166838057	-0.0491960026	-0.0678420854	-0.0534629931	0.0237748326	0.0941118425	-0.0755317424	0.1041186116	-0.0409519845	0.0338977161	-0.0490192651	-0.1001033014	-0.0247360646	0.0385317153	0.0646205219	0.0638846406	0.0589658679	0.0809731795	0.0125242602	0.0446004056	-0.0708365634	0.0014369341	-0.0166458228	-0.0279928023	-0.0756418809	0.1335048481	0.0284035814	0.0173661237	-0.0202097711	0.0110041016	0.0283469626	0.0338928327	-0.0183460033	-0.0636901703	-0.0520679753	0.11031022	-0.0454254546	0.054356706	0.0261262187	-0.0199444519	0.1269835664	-0.0426939344	0.0771782688	-0.0608540038	0.0260171644	0.0275456371	-0.0095670244	0.0412227908	0.035776675	-0.1322442348	-0.0325921135	0.0863563125	0.0195610355	-0.0236144001	-0.0170657347	0.0264245174	-0.0910951529	-0.0618973853	-0.0197440973	-0.002248482	-0.0264968193	0.0434509267	-0.0981566666	-0.0833058726	-0.0450542283	0.0790069785	-0.0872125316	-0.040650786	0.0793936715	0.0727503781	0.0620868871	0.0479924649	0.0312459714	0.0127728206	-0.0064061583	-0.0252311319	-0.0216301319554048	-0.0030560541324291	0.0004678626084082	9.339466860336988e-06	-0.0114849612571106	-0.0077723636677689	0.0001319043350773	6.040963698405403e-05	-0.0139948088260695	-0.0064634732678215	0.0001958546740782	4.177648668384314e-05	0.0002309947970228	9.49799244453e-05	5.335859625160456e-08	9.021186047634896e-09	9.20130532300334e-05	-0.0001859796704363	3.4588437815619535e-08	8.466401964712962e-09	0.0001129893758531	0.0002200082834886	4.840364480360018e-08	1.2766599055673096e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2373.8693385070765	5.044758443778392	25.44958775607338	5635255.636304025	2990.736904046474	-22.92652556590565	525.6255745241253	8944507.229225488	2594.033983866373	0.5978380839023885	6729012.309453647	0.3574103745640792	2650.5501846805696	2199.1153629862333	1.075903	22.257133	0.0265830651242637	0.0112360199555779	-0.0418540233	-0.0433369971	-0.0494274759	0.0134045651	-0.0364312915	0.0121563581	0.0608304196	0.0693537869	0.0327971462	0.0039861507	0.0315668282	-0.0918244376	-0.064159595	-0.0223066058	0.0724967438	-0.0439807954	-0.0671185457	0.0502372472	0.0329783452	-0.00749771	0.016255395	-0.0133760454	0.1491924067	-0.0267320607	0.0639353314	-0.02769004	-0.0063224294	0.0721590672	0.0929710992	0.0737288607	-0.1465469098	-0.0429271829	0.1077650465	0.0369407039	-0.0652387109	-0.0126109541	-0.0120483215	-0.0259533817	0.0709457023	0.0181342226	0.0169664084	0.0107655458	0.0525249935	-0.03532337	-0.0967246604	-0.0108680546	0.0139195339	0.0292720901	0.0826736442	-0.0444506793	0.039637677	-0.0334542046	0.0370002821	-0.0899278782	0.024963214	0.0215427135	-0.0070432039	-0.0087076371	0.0334382521	0.0102630852	-0.0913145167	-0.136663515	-0.0095411852	0.0900522071	0.1743142506	-0.1506832637	0.0291924314	-0.0523718237	-0.0583208784	-0.0165120153	-0.0522672222	0.0075064867	0.0253685457	0.048117416	0.0323312958	-0.0178634075	0.0376141388	0.0572669067	-0.0342219623	-0.0157394617	0.1210913967	0.0117318744	0.0090111673	0.0506119579	0.0038378663	-0.0203704977	-0.0189525815	-0.0069557725	-0.0339412995	0.0265975407	0.0270652307	-0.0690501657	0.0317597445	-0.046646982	0.0483105361	0.0255787852	-0.0063432655	0.0791897184	0.0719581255	0.060390626	0.0451842308	0.0272552159	0.0076839116	-0.0123503943	-0.0316405151	-0.0198231131858079	0.0018070187695969	0.0003929558163773	3.2653168336754968e-06	-0.0165882990176271	-0.0051033377605164	0.0002751716642982	2.6044056297913542e-05	-0.017367586981777	-0.0033727781557075	0.0003016330775695	1.1375632487617688e-05	0.000130999992667	-9.99948043558e-05	1.7160998078754053e-08	9.998960898154715e-09	-1.375499714129091e-09	-9.201442872974754e-05	8.466655094461789e-09	1.891999463569211e-18	-2.099999983020926e-05	-0.0001339893756833	1.7953152796002988e-08	4.4099999286878896e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2363.669139424651	-10.20019908242557	104.04406132111544	5586931.80066847	2963.5897479717546	-27.147156074719533	736.9680829451817	8782864.194283288	2593.478868696425	-0.5551151699482944	6726132.642374887	0.3081528519067237	2650.043596427671	2193.1813017367685	1.143099	23.647223	0.072214008811462	0.0374322271140732	-0.0388775919	0.0725872397	-0.0046213553	0.0060605596	0.0313862718	0.0750762414	-0.0310912577	-0.0481767341	0.0600971245	0.0595634029	-0.0639759354	-0.0111532913	-0.0344276835	0.024198236	0.0385266179	-0.11002069	0.0129490084	0.047156195	-0.0471495229	-0.0550624946	0.0091074257	0.0164637179	-0.0442474659	0.0509924208	-0.0667167693	-0.0749084381	0.0047927801	-0.0042223139	-0.0841767948	0.0207164888	-0.1093039312	-0.0270835778	0.0789568368	0.1079212261	-0.099717187	0.0459442771	-0.027930736	-0.0329686361	0.001593031	0.0356168297	-0.0060859847	-0.0283058366	-0.0781852964	0.0744197723	-0.0023157306	0.1499363953	-0.0688254114	0.0052651303	-0.0020676031	-0.0292825607	0.0292743911	-0.0525226295	0.0043594767	-0.0284333469	0.0812111194	0.043541304	-0.0202195257	-0.0356141713	-0.0068382392	-0.0579015528	-0.0319716897	-0.0614134852	-0.0018407976	-0.1559374195	-0.0221805138	0.0027230398	-0.0392904901	-0.0502359636	0.0413040419	0.0304643723	-0.0390328724	1.60123e-05	-0.0483043501	0.0036243527	0.0181182862	-0.0134889502	0.0024527757	0.0013335123	0.076755015	0.0297319272	0.1467818201	-0.004659271	-0.0213533796	0.0123957259	-0.0413711279	-0.0470620625	-0.029056168	-0.0692804719	0.0078848878	-0.0276923515	-0.0249135545	-0.0899418238	-0.0062608348	-0.0042974615	-0.0018759705	0.0215327936	0.0083729774	0.0789770813	0.0711343098	0.0586347667	0.0422967282	0.0231897558	0.0025646777	-0.0182282956	-0.0378279629	-0.0227262807148065	-0.0029031675289986	0.0005164838351281	8.428381701431838e-06	0.0020059360370936	0.0185942350547206	4.023779384910777e-06	0.0003457455772702	-0.0171007509261045	0.0002668360556725	0.0002924356822366	7.120148060685794e-08	0.00058303834039	0.0004520383477229	3.3993370636472545e-07	2.0433866781213985e-07	0.0002128935986267	0.0002128949741264	4.5324270008286546e-08	4.5323684336226434e-08	-0.0003650620814222	-0.0003440620815919	1.1837871598941374e-07	1.33270323292309e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2369.3174643903253	5.648324965674419	31.90357491786093	5613665.247065	2950.3295500926483	-13.260197879106272	175.83284779305447	8704444.454149889	2593.194937388102	-0.2839313083227353	6724659.983295282	0.0806169878458601	2644.822234122984	2188.805722840081	1.27006	26.273643	0.0660457008282409	0.035481160799277	0.0743088107	0.0182433576	0.0352219467	0.0341433364	-0.0286247991	0.0423271153	-0.1164440455	-0.057643551	0.0324420906	0.0337059974	-0.0716884282	-0.0179230993	-0.0296847436	0.0021124134	0.0805501221	-0.0829821999	-0.0310038623	-0.0559826124	-0.0182645756	0.0355632567	-0.0538676667	0.0503684348	-0.0286634974	0.0239858668	-0.0764805648	-0.0342905135	-0.0759723581	0.0663634472	-0.0479473995	-0.0633499855	-0.0532840765	0.0810369078	0.0160725438	-0.0178931774	-0.0112375988	-0.0248362157	0.0356455637	-0.0936225021	-0.0415629977	0.0224154128	0.1363974814	0.0297974299	0.0279344048	0.0585069406	0.0438942593	0.0658784172	-0.0165235112	-0.0777615322	-0.0430446355	-0.0474611893	0.0427320062	-0.0782177788	-0.0716812775	-0.0442987733	0.0646784063	-0.0517404943	0.1049234371	-0.0077287184	-0.0426143323	0.0366222978	-0.0005313555	0.0026255721	-0.0268238203	-0.0753884001	0.0170787934	-0.0557371155	0.0158696275	0.0139799506	0.0447022056	0.0163970295	-0.0299859824	0.011793252	0.0103689691	0.0394194539	0.0066268724	-0.0069302795	-0.0447672367	-0.0703897054	-0.0203374206	-0.004999912	0.0981094576	0.0042034714	-0.0478180328	-0.0769514593	0.0244772438	-0.0381499697	-0.0361679239	-0.0499781684	-0.0266858559	-0.0537133756	-0.0434425393	-0.0031775944	-0.0172335977	0.0525762279	0.0400923322	0.0685233571	-0.0751174777	0.0787557834	0.0702792922	0.0568210419	0.0393350228	0.0190607341	-0.0025646777	-0.024008292	-0.0437500746	-0.0373149298240065	-0.0145886491091999	0.0013924039877705	0.0002128286828313	0.0017623918128606	-0.000243544224233	3.1060249020380723e-06	5.931378915725382e-08	0.0095625195104034	0.0266632704365079	9.144177938684568e-05	0.0007109299903703	0.0005030418375913	-7.999650279869996e-05	2.530510903672319e-07	6.39944046002241e-09	0.0004479524426141	0.0002350588439874	5.5252660136692856e-08	2.0066139084393854e-07	-0.0001891126870423	0.0001759493943799	3.0958189382653595e-08	3.57636084003589e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2374.986212894976	5.668748504650466	32.1347096089769	5640559.51144122	3004.30788261218	53.978332519531705	2913.660381589134	9025865.85352568	2596.268394470215	3.073457082112782	6740609.576124948	9.446138435589214	2653.367125874181	2195.115942155039	1.16684	24.138344	0.0469764381659234	0.0313697014795397	0.0304732533	-0.0833047794	-0.0171424892	-0.028615629	-0.0636859643	-0.0955444195	-0.0082409489	0.0644003706	-0.0131915998	0.0275368664	0.0754667252	0.0252203143	-0.0237134606	-0.0379989844	0.0704951382	0.0351505104	-0.1033584064	0.0668393377	0.0567317735	0.04783094	0.0615169297	0.0615473879	0.0118192848	0.1142764033	0.0147506823	0.0790504843	-0.065246564	-0.0568651996	-0.0262621524	-0.0305986446	-0.0115233019	0.0265107653	-0.0788808541	0.0527974911	-0.0159078988	0.0686990537	-0.0209656223	0.0675403898	0.0040950655	-0.0511923972	-0.1124105085	0.0433149885	-0.0079232529	-0.0273901725	-0.0587591073	-0.0394842687	0.1020375105	-0.0201739749	0.0348150673	-0.0137136953	0.0165691317	0.0222672896	0.0061191369	-0.1150126274	-0.0408162821	-0.0727849973	-0.0638087928	0.0026114424	0.0140232433	0.0497668902	0.0547940231	0.0358725027	0.0163619033	0.0034206695	-0.0059230222	0.0395035431	-0.0143327687	0.00283847	0.0073639461	0.0599031105	0.0266139582	0.0157345322	-0.0702076525	0.0385849693	-0.0042642938	-0.0100744632	-0.0327299137	0.0302151779	-0.0909110298	-0.0514111238	0.0932577644	0.0294075206	0.0232823846	-0.0585467332	0.0300370378	0.0092403119	-0.0281325926	-0.0119706932	-0.0492618555	0.0123106149	-0.0310287529	0.0815137412	0.020321183	0.0233229165	-0.0292109144	0.0007330567	-0.0021534203	0.0785258491	0.0693934478	0.0549512416	0.0363043104	0.0148794683	-0.0076839116	-0.0296593388	-0.049365311	-0.066411269243531	-0.0290963394195244	0.0044104566825367	0.0008465969676161	-0.0010861631878213	-0.0028485550006819	1.1797504705781286e-06	8.114265591909858e-06	0.0106954897061655	0.001132970195762	0.0001143935000546	1.2836214644852106e-06	0.0004220802412423	-8.096159634900002e-05	1.7815173004715818e-07	6.554780083378413e-09	0.0004339214822235	-1.40309603906e-05	1.968678494825861e-10	1.8828785273503922e-07	-0.0003720916013018	-0.0001829789142594	3.3481283063585454e-08	1.3845215975933766e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2371.9336216960105	-3.052591198965274	9.318313028000247	5626069.105731953	2996.19349208734	-8.114390524840019	65.84333358961348	8977175.44202653	2596.870457543267	0.6020630730522498	6743736.1732609775	0.3624799439331187	2655.421944205992	2176.014290843646	1.286875	26.621506	0.0657264338980015	0.0298217795408617	-0.0887538487	-0.0012403817	-0.0175195119	0.0133975019	-0.052146432	0.011775336	0.0539140675	0.0845683061	-0.0398625959	0.0209454709	-0.0008587333	-0.0062452982	0.0078512014	-0.0360182375	0.0173114258	-0.120780943	-0.0472186962	0.0152254322	-0.04347286	0.0404141033	0.0137254811	-0.0359296807	-0.0122779118	0.057064871	-0.068420698	0.1544780453	0.0162422269	0.0267728152	-0.0740412139	0.0055338441	-0.0153626519	0.0640682666	-0.0089848683	-0.0502828989	-0.006446169	-0.0333206938	-0.0665831034	-0.070896661	0.1087992328	-0.1066073781	0.0531459706	-0.0003973855	0.1209988734	-0.0446607266	-0.0092478532	-0.0615685834	-0.03877986	0.0060767356	0.0802243317	0.0131516685	0.0063234906	0.0136844822	0.0771971905	-0.0768279147	-0.058388264	0.0758130692	-0.0062664947	0.0113798387	0.0221363521	0.0383940865	0.0427390347	-0.0779263207	-0.0413305115	-0.0091384362	-0.0933470225	-0.0083212095	-0.0267296616	-0.089573346	0.0116075757	0.1032806331	0.0008663917	-0.005561826	0.0231892888	0.0577673112	0.0103218844	-0.017452537	-0.0116258808	0.0789935113	0.0382058274	-0.0140526151	0.0987762101	0.0145624522	-0.015122903	-0.0397229163	-0.0318592925	0.0211637902	-0.0096744633	0.014302135	-0.0268027178	-0.0059888349	0.0268437301	0.0140163122	-0.0168925378	0.0623442116	-0.0384310613	0.0040008143	-0.015953653	0.0782873035	0.0684771651	0.0530272111	0.0332099078	0.010657419	-0.0127728206	-0.0351510839	-0.0546342852	-0.0722544999594134	-0.0058432307158824	0.0052207127643848	3.4143345199031545e-05	0.0138260731960002	0.0149122363838215	0.0001911603000211	0.0002223747939669	0.0305246722478287	0.0198291825416632	0.0009317556158373	0.0003931964802706	0.0005830102501272	0.0001609300088849	3.399009517533803e-07	2.5898467759694e-08	0.0004159861900909	-1.7935292132599968e-05	3.216747038817023e-10	1.730445103463424e-07	-4.812121718661189e-05	0.0003239703841151	1.0495680978374253e-07	2.3156515435210715e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2369.4575455293448	-2.4760761666657345	6.130953183130078	5614329.060065947	2963.428704677484	-32.764787409856126	1073.5312940130666	8781909.68770647	2594.798880683052	-2.0715768602149183	6732981.23119402	4.291430687777899	2651.6592445619644	2184.189546330602	1.129321	23.362194	0.0895084060962883	0.0435610791495373	-0.001267741	0.078623922	0.0269436353	0.0482348283	-0.0315673318	0.0555961265	-0.0381499955	0.0050158524	-0.0210197224	0.0403546485	0.0145853946	0.0261376366	-0.0123644758	-0.0134592455	-0.0063400783	-0.1385431555	0.0235170044	-0.053237944	0.0212374914	-0.0140034601	0.0433498582	-0.0186674245	-0.0894943116	-0.0676875245	0.0500024677	0.1030753855	0.0431982552	-0.0400829308	0.0346566347	-0.0744051583	-0.0373628129	0.0881054388	-0.0596402078	-0.0506465963	-0.0345490986	-0.0358648793	0.0272625796	0.0803768726	0.0262044539	0.051835607	-0.038587586	0.0581886171	0.0149390355	-5.97394e-05	-0.0385059791	0.029160235	-0.0683145787	-0.0478593705	-0.0194874016	0.0096033315	0.0389874257	-0.0437306194	0.0055271842	-0.0385180921	0.0527157461	0.0877657475	-0.016548923	0.0547853857	-0.0417733621	0.0229167232	0.0543531323	-0.0597183281	0.0311580562	0.0617828727	-0.1024031414	-0.0275196384	-0.0416033593	-0.0178829813	0.0502916817	-0.0694534025	0.0531984045	-0.0068747857	-0.0190595386	0.0564915238	-0.0218019978	-0.0062044236	-0.0028475198	-0.0322606344	0.0651887626	0.0200532101	0.0860982839	0.0227621405	-0.016529165	-0.0576315878	-0.0210222933	0.0142192222	-0.016804813	-0.1008086786	0.0322212564	0.0185935842	-0.0075171797	0.0133407541	-0.0469023843	0.0118050845	-0.0968366035	-0.0336284901	-0.0493089946	0.0780401729	0.0675308461	0.0510508491	0.0300572439	0.0064061583	-0.0178113211	-0.0404540309	-0.0595200392	-0.0528905031574993	0.0193639968019141	0.0027974053242534	0.0003749643721445	-0.0076642299599569	-0.0214903031559571	5.874042087910095e-05	0.0004618331297349	0.0586328768463175	0.0281082045984888	0.0034378142472754	0.0007900711657505	0.0002680105499927	-0.0003149997001345	7.182965490738954e-08	9.922481108482493e-08	0.000334991535186	-8.099465490490004e-05	6.5601341231638475e-09	1.122193286462731e-07	-6.304489294577857e-05	-1.492367575916668e-05	2.227160981647392e-10	3.974658526544681e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2370.655651772832	1.1981062434870182	1.4354585706825742	5620008.21928247	2964.8020798903244	1.3733752128405283	1.886159475244767	8790051.372921994	2598.254758622911	3.455877939858965	6750927.790706602	11.943092335203843	2650.7406276579827	2157.535296743738	1.055579	21.836704	0.0329137278207175	0.021281407149338	0.0240138669	0.0542739208	0.0534961964	0.0683991007	-0.0521013508	0.0315327692	-0.09056882	0.0011741119	-0.0555394198	0.0389971864	-0.0328926541	-0.0722711276	0.0090953915	-0.0342171058	0.0571719642	-0.09076086	0.0166808996	-0.0788888681	-0.0089923247	-0.0539379489	0.0794619994	0.0091323586	-0.0727613999	-0.002559831	0.0799451135	-0.0642056655	-0.0933033323	-0.0322582984	-0.0206787086	0.0122836688	0.0179301466	-0.0363420428	-0.1421682644	0.0092821019	0.1110443516	0.1122418114	-0.0663067338	-0.0119208515	0.0477588206	-0.0471868145	0.0177301858	0.0216338628	-0.0001535596	0.0157240013	-0.0307186148	0.0417987137	-0.0342206923	-0.0735131508	0.0004245652	0.0020719476	0.041433713	-0.0423309927	-0.0296381576	-0.0204864683	0.0121252348	0.0780050563	0.0852953136	-0.0001139799	-0.0170090481	0.0350760732	0.0715579055	0.008495983	0.0948420106	0.0159974661	0.0002259195	0.0043368385	0.0637647749	-0.0200737573	0.0769291274	0.0371109588	0.0092596036	0.082629399	-0.1479458284	0.0788109025	-0.0145835495	-0.0179370844	-0.0136497027	-0.052751139	0.0427710529	-0.0002789001	0.0223579398	-0.0102480435	-0.0665772779	-0.0592294383	-0.0074389533	0.0145094378	-0.0517790389	0.0091433257	0.0176983601	-0.0764121325	0.0696210149	0.0055012498	-0.1001221164	0.0983824185	0.0274556517	-0.0049749369	-0.0768571908	0.0777844842	0.0665549058	0.0490241061	0.0268518493	0.0021373389	-0.0227795284	-0.0455396975	-0.0639883028	-0.0523379437445612	0.000552559412938	0.0027392603554088	3.053219048264917e-07	-0.0053062055485071	0.0023580244114498	2.815581732300753e-05	5.560279124993179e-06	0.0586879183030362	5.504145671869631e-05	0.0034442717547438	3.0295619577161197e-09	8.19982165237108e-05	-0.0001860123334689	6.723707513069358e-09	3.460058820257843e-08	-3.300442825970862e-05	-0.0003679959634457	1.3542102911233534e-07	1.0892922847502527e-09	-0.0001079986468233	-4.495375387752143e-05	2.020839987680773e-09	1.1663707715663888e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
