global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	cosine06	cosine07	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
2001.577078378106	2.924170840711668	8.55077510566838	4006310.800688635	2682.361962890625	-5.20612723214299	7195065.699962447	27.103760757260822	1917.603193256217	7.40735522346381	54.86891140657659	3677202.006786441	2090.877895735043	1408.2879235035664	1.104944	26.636631	0.1043020551306912	0.0489754005597987	-0.0770223389	0.031063327	-0.078577822	-0.0168069254	-0.0202922768	0.0283650496	-0.0376497993	0.0432397413	-0.1026528562	0.0101851722	0.0026257974	0.0171440994	-0.0548108187	-0.0235571377	0.019498992	-0.04526937	0.0302650947	0.0390347405	-0.0230298513	0.0259724361	-0.0969886794	0.0604941576	-0.030815947	0.0262222424	-0.0458591125	0.0310344562	0.0117465824	0.0198535054	0.0553130892	-0.0292877219	-0.1006730977	0.1109712335	0.0605193238	0.1143906034	0.0364242832	-0.1155486349	0.0470933549	-0.0284909063	0.0026590457	0.0738160125	-0.0845024029	0.0023840529	0.0804334583	-0.0176400233	-0.0108461281	0.00666326	-0.0303378004	-0.0387398734	-0.0014108883	0.0929623465	0.0810973113	-0.0441937388	-0.0160673909	0.071902836	-0.0112637309	0.0341345022	-0.0050915578	-0.0497138232	-0.0910706449	-0.1220143784	0.0611162108	0.0470402647	-0.088224306	-0.0518363914	0.01064396	0.0375739784	0.0245659073	-0.004281453	0.0038475316	-0.0285476363	-0.011296862	-0.0062490873	-0.0419517095	0.0685858629	0.0796378631	0.0206868096	-0.0151900238	-0.0255359175	-0.0945378503	0.0431434447	0.0170486749	0.0458168326	-0.0536707611	0.0293696551	0.0819301787	0.0471969791	0.0277017346	-0.0557586224	0.0338719813	0.009357953	0.0644077545	0.0706177415	-0.0173200146	-0.0231247474	-0.0740073364	0.0953817709	0.064777029	0.0211324865	-0.0312459714	-0.0707106781	-0.0809511339	-0.0577350269	-0.010657419	0.040824829	0.0136469934943619	-0.0357055669793879	0.0012748875133195	0.0001862404314351	0.0672305663141656	-0.017298556508635	0.0002992400572824	0.0045199490469234	-0.0568335962227877	0.0174334664046682	0.0032300576596148	0.0003039257508826	0.001001761088589	-0.0002962176903634	8.774492008428635e-08	1.0035252786110182e-06	-0.0013899531162215	-3.388644100700013e-05	1.931969665293859e-06	1.1482908841209e-09	0.0010936967265293	-0.0003471851733895	1.2053754462149725e-07	1.1961725296209063e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1994.023548012917	-7.55353036518909	57.055820977833626	3976129.910030022	2675.074237234933	-7.287725655691702	7156022.17471806	53.110945232627046	1914.884873367811	-2.7183198884060857	7.389263015704074	3666784.0782528576	2093.0568826518534	1427.0705226832583	1.05561	25.447359	0.0398974804221064	0.0213403481121443	-0.0817650339	0.0101775282	0.0463246942	0.1301677135	0.0385742066	-0.0415121532	-0.0770087452	-0.0627727045	-0.068154825	-0.0817010885	-0.03059347	0.135397154	-0.0559185772	0.0105426314	0.0056515292	-0.0223242097	-0.0067205936	0.011949914	0.0168341299	0.0257026986	-0.1412599199	0.0385655296	0.0339425848	0.0173358699	0.050581006	-0.0181797954	0.0060428655	-0.0572317628	0.0280932451	0.0246701075	0.0575434978	-0.0027779284	0.0348717398	-0.0044196888	0.0290099839	0.013724536	0.0926057025	0.144104885	0.0559627169	-0.0398027238	0.0168105185	0.062592766	-0.0437227871	0.0506445369	-0.1372565786	0.0344462116	0.0504033932	0.1047294723	-0.0637875991	0.0766533637	-0.0398250591	-0.0272873917	-0.0392217293	0.0696032285	-0.0892855892	-0.014077425	0.0313686029	-0.1454029307	-0.0448878442	-0.0542703318	-0.0347315998	0.0869827482	0.0339630808	-0.1190491846	0.0393628696	-0.0084394711	0.0091250386	-0.0564713061	0.0679994255	0.007502216	0.0292199358	0.0469609302	-0.0306865695	0.0536740651	0.0686133946	-0.0285670527	-0.0004440616	-0.034531779	-0.0483558096	0.0119901597	0.0476073865	0.0428202437	0.0880738406	-0.0393907607	0.0041504697	0.0274345391	0.1253878975	-0.0687335482	0.0343209082	0.0232929759	0.0645410515	-0.0047964883	-0.0391186384	0.0345606225	-0.0089408776	-0.0214804652	0.0642529755	0.0194761753	-0.0336000067	-0.0723582192	-0.080282427	-0.0539958877	-0.0047000831	0.0465985677	0.0116183258756308	-0.0020286676187311	4.115492307288115e-06	0.0001349854961523	0.0592642477287199	-0.0079663185854456	6.346223180481757e-05	0.003512251058851	-0.056714311708113	0.0001192845146746	0.003216513152525	1.4228795441177761e-08	0.000792002841333	-0.0002097582472559	4.3998522291909215e-08	6.272685006795452e-07	-0.0013557066750493	3.424644117220005e-05	1.8379405887732285e-06	1.1728187329609586e-09	0.0007420372208924	-0.0003516595056368	1.2366440790478882e-07	5.506192371897165e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1987.4544683428176	-6.569079670099427	43.1528077121136	3949975.263735832	2681.452627825056	6.378390590122763	7190188.1952698985	40.6838665201666	1908.545947724105	-6.338925643706034	40.18197831643396	3642547.634574102	2082.5299217587426	1402.3048268348637	1.008231	24.305193	0.0429850325247842	0.0203983270165004	-0.1116716278	-0.0078110032	0.0385989466	0.0891940653	0.0378819015	-0.0775589887	-0.0004798991	0.0529604533	-0.0311120239	0.0269379197	0.0809957586	0.0615837238	-0.0828498787	-0.0076379716	-0.0499030689	-0.0191322011	0.0566323103	0.0155791046	0.0751857132	0.0098703881	-0.0460449464	-0.0051594297	0.0289874467	-0.0106726277	0.0539103611	-0.0277996127	0.0506042595	0.0726977516	-0.0121943352	-0.0352291149	-0.0346029863	-0.0557259487	-0.0602275972	0.003383833	-0.0179500718	-0.0564199672	0.0039830393	0.0891527796	-0.0182446834	-0.0230212184	-0.0700513917	-0.0730624079	-0.0005537445	0.0018376335	-0.141915201	0.0740122141	-0.0259578327	-0.0024715557	-0.0405691064	-0.0324168837	0.0230288769	-0.039257096	0.0089887282	-0.0218436569	-0.0588949977	-0.0634694118	-0.0244597572	-0.1249833935	0.0647527508	-0.0494533919	-0.0310459586	-0.0206699105	0.0846751267	-0.0407767408	0.0824158441	-0.0338249911	-0.0464786375	0.0959710164	0.090862146	0.0602310459	-0.0258608778	-0.0143211313	-0.0643825362	0.0815031277	0.027544563	0.0042741007	-0.0382523231	0.0308390558	-0.0368936194	0.0312478466	-0.0098011957	0.0347853395	0.0758175941	-0.0025863267	0.0317284872	0.0089067512	0.083705904	-0.0037131475	-0.0143839356	-0.0470780516	-0.0076831288	-0.0584228492	-0.0450184832	-0.0050583932	0.0899752024	-0.064656396	0.0637218759	0.0178113211	-0.0359208828	-0.0738788195	-0.0793936715	-0.0500436514	0.0012824971	0.0520454508	0.0144386442264732	0.0028203183508424	7.954195600098398e-06	0.0002084744470986	0.0415387588882509	-0.017725488840469	0.0003141929546335	0.0017254684899762	-0.0589931769133258	-0.0022788652052127	0.0034801949223269	5.193226623529559e-06	0.0008618100037238	6.980716239079999e-05	4.8730399210555205e-09	7.427164825184161e-07	-0.0012802919650769	7.541470997240009e-05	1.63914751584047e-06	5.687378480221222e-09	0.0004840518906904	-0.000257985330202	6.6556430599435e-08	2.3430623288095093e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1987.947186940371	0.4927185975534485	0.2427716163750371	3951934.0180641343	2681.3112946428573	-0.1413331821986503	7189430.258779355	0.0199750683903968	1910.5141782089013	1.9682304847963223	3.873931241281566	3650064.4251372335	2081.0542931494774	1386.175737392697	0.945427	22.791187	0.0564204883776721	0.0293490420491774	-0.1108624079	-0.0027792072	0.0275067606	-0.0135721705	0.0923704931	-0.1007790838	-0.0803461302	-0.0630707186	-0.0556121006	0.0104047921	0.0420852709	0.0205632018	0.0976459005	-0.0147030685	-0.0143551897	0.0071417724	0.0954622817	0.0208907686	0.0010817049	0.0026996878	-0.0474089631	0.0052856545	0.0253700945	0.0205219029	0.1072546557	0.0390207045	-0.051233016	0.1100816864	0.0337323887	-0.0222054197	-0.0004986448	-0.1062014182	0.0143501462	-0.0312439372	-3.36332e-05	0.0031667472	0.0039873591	-0.0238531707	0.0045147246	-0.0545534681	-0.0034723954	0.1084208164	-0.0309370778	-0.0506184972	-0.0329413	0.0739368712	-0.0798573207	0.0637460853	-0.0491128301	0.0107500217	-0.0205877367	0.0826390364	-0.0693506077	-0.0523751545	-0.0544121059	-0.0475646482	-0.0313727775	-0.0502190715	-0.0010670248	-0.0490605893	0.0525171608	-0.0169409098	0.0561351671	0.0546322965	0.102615669	-0.0044517351	-0.0529155164	0.0759199855	0.01760873	-0.0260069031	0.0681585836	-0.0316290687	-0.0565021245	0.0823159255	0.0457676937	-0.0146930014	-0.0092815652	-0.0133717621	-0.0148355176	-0.0040499124	0.0740466579	0.0033837282	0.0434386367	-0.0665523971	0.0189810369	-0.0586687746	-0.0185227429	-0.0368955407	0.0971898579	0.003485893	-0.0825204404	-0.0720260234	-0.0344681447	-0.0581740294	0.0449039709	-0.0548942387	0.0631837885	0.0161386543	-0.0382063093	-0.0752698111	-0.0782873035	-0.0458939156	0.0072581889	0.0571272725	0.0291861312868206	0.0147474870603473	0.0002174883745951	0.0008518302594915	0.061805818432731	0.0202670595444801	0.0004107537025795	0.0038199591921397	-0.0607114902397754	-0.0017183133264496	0.0036858850471343	2.9526006878542983e-06	0.0010982200149543	0.0002364100112304	5.588969341000512e-08	1.2060872012462228e-06	-0.0012588101791268	2.1481785950099985e-05	1.5846030670732462e-06	4.6146712760591307e-10	0.0003481911189431	-0.0001358607717472	1.8458149299771945e-08	1.2123705531084802e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1988.6784945300976	0.7313075897266117	0.5348107907917462	3954842.154606496	2680.2144146728515	-1.0968799700058298	7183549.308620136	1.2031456685999902	1912.262899909221	1.7487217003197202	3.058027585169093	3656749.3983692233	2090.362356607016	1393.7272578061943	0.9900000000000002	23.8657	0.0705878177415638	0.0382461184088804	-0.1075267514	0.0185373676	0.0571061114	0.0753325131	0.0964250081	-0.0777969498	0.0673086383	-0.0470082343	-0.006049031	-0.0498859023	0.0415104997	0.0791307011	-0.0182862615	-0.0665858288	0.0603841841	-0.0283861981	0.0055556224	-0.027309733	0.0080655858	-0.0239239226	-0.0722252142	0.0560801697	0.0544052386	0.0061396909	0.0214070875	-0.0540273333	-0.0032834418	0.1020528976	0.078735121	0.0216616365	-0.0628518264	-0.0723437773	0.0018642136	-0.0306018356	-0.0100587675	-0.0075786529	0.0854049826	-0.0267116761	-0.0956334208	0.0110620079	-0.0107080904	-0.1971030712	-0.0331929852	0.0443351124	-0.0239327596	0.0883776411	0.0724001039	0.0708594362	0.009062502	0.009545525	0.0359633923	-0.0442053174	0.00018835	-0.0154795876	-0.0282220067	-0.0157687404	-0.0389841823	-0.0646917772	0.0081034994	-0.0726732306	0.1404408775	-0.0380484381	0.0147074518	0.080271219	0.0043572021	-0.0061373642	0.0953725874	0.0302633755	0.0772885004	0.0076405016	-0.0260918838	0.0034761926	-0.0411945802	0.0820491086	0.0917703672	-0.0036458884	-0.0079105755	-0.0124851597	-0.0192246439	-0.0157568094	0.0418572747	0.0784756559	0.0964246568	-0.0240662782	0.0584049699	-0.1084175278	-0.0044099337	0.0327795981	0.0299979515	0.0034005447	-0.0438215847	0.0203956179	0.0679177024	0.0302046612	-0.0473394557	-0.0730510459	0.0626387723	0.0144589085	-0.0404540309	-0.076528754	-0.0769663555	-0.0415630576	0.0131948967	0.0618083875	0.0268830808179103	-0.0023030504689103	5.304041462347955e-06	0.0007227000342622	0.0416571287816083	-0.0201486896511227	0.0004059696946572	0.0017353163783274	-0.0567663308246295	0.0039451594151459	0.0032224163152912	1.5564282810914344e-05	0.0005357699893561	-0.0005624500255981	3.1635003129541577e-07	2.870494814946356e-07	-0.0015749099674837	-0.0003160997883568	2.480341405679509e-06	9.991907619927696e-08	0.0003429225687705	-5.268550172600028e-06	2.7757620921203783e-11	1.175958881721583e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1989.470688313632	0.7921937835344579	0.6275709906706396	3957993.619659117	2696.1411970738004	15.926782400948923	7269177.354558545	253.66239764717636	1912.36103269192	0.0981327826989399	0.0096300430402373	3657124.7193585066	2092.220307585481	1377.7818152500313	1.032915	24.900249	0.1578751437221026	0.0688239433071154	-0.1275972168	0.0081761275	0.0193343474	-0.090059871	0.0302123931	-0.0801576138	-0.0418715508	0.1071042227	-0.1270926908	-0.0191330901	-0.016832583	0.0350354038	-0.0341451485	0.0173997089	0.0403574915	-0.0225643124	0.1400875813	0.0363920163	0.0154516168	0.0288517629	-0.0613802018	-0.0352311339	0.0180449984	0.0052267243	-0.0250676693	0.0204409919	0.0384466172	-0.0131167028	0.0438381309	0.044620868	-0.0008984441	0.0363352719	0.0105796455	-0.0589436229	0.1056128625	-0.0584506147	-0.0991838544	0.0869252624	-0.01211827	-0.0050671319	-0.0551062793	0.094427405	-0.0053591067	0.0384142082	0.0916926583	0.1244253983	-0.0512254049	-0.0186897189	-0.0079286015	0.1207232103	0.0559669614	-0.0432636494	0.0065249006	0.0178104165	0.0153084169	0.0281060451	0.0243392228	0.0209199089	0.059389638	-0.0379550145	0.0197538398	0.0225075558	-0.0258997582	-0.0077444205	0.0355817076	0.0107089427	-0.0313100952	-0.0492498286	0.0164703353	0.0441662683	0.0598856095	0.1107078115	-0.0576689988	0.1025987255	0.0739892077	-0.0445916479	-0.0094143309	-0.0749380676	-0.0092985132	-0.0666155408	-0.0110408968	-0.0002562566	-0.0024410461	-0.0010125523	0.1356516805	0.0379884667	-0.0223614582	0.0311964162	0.0704137822	-0.007951025	-0.0079068373	-0.0199600367	0.0020874456	0.0404054149	0.0555388376	-0.0180676788	0.0620868871	0.0127728206	-0.0426618292	-0.0776534394	-0.0754344479	-0.0370681691	0.0190607341	0.066055961	0.037607687880353	0.0107246070624427	0.0001150171966437	0.001414338187706	0.0862970802810565	0.0446399514994481	0.001992725269873	0.0074471860650351	-0.0921123702168813	-0.0353460393922518	0.0084846887469718	0.0012493425007186	0.0011007244825174	0.0005649544931612	3.191735793431413e-07	1.211594386413198e-06	-0.0014514510492842	0.0001234589181994	2.1067101484682056e-06	1.5242104482990798e-08	0.0009978000727689	0.0006548775039984	4.288645452431744e-07	9.95604985217622e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1996.0327310708865	6.562042757254403	43.06040514803497	3984146.663506302	2684.3494928850446	-11.79170418875583	7205732.199952196	139.04428767512178	1914.9345130024944	2.573480310574496	6.622800908914604	3666974.1890881006	2095.3975061193687	1406.1445906472734	1.042136	25.122543	0.0508438272124598	0.0234869776855089	-0.1288466263	-0.003242766	-0.0278013033	0.0300369055	0.0495847153	-0.1080109864	-0.0031777706	-0.0494463416	-0.0648800527	-0.0401115336	-0.0372471229	-0.0084340002	-0.0552464177	0.0026852623	0.0188352703	-0.000160227	0.0907885225	0.0340521625	-0.0145242179	0.0089414615	-0.042146685	0.0217334497	0.0102123515	0.0409310551	0.0363130497	-0.0642060597	-0.0156953976	-0.0135529909	0.0208607897	-0.0890111267	0.017982757	-0.0217295024	-0.0244045734	0.0042790046	0.012792785	0.0004924931	0.04753044	0.0315097254	-0.0628355143	0.0311729682	-0.0357079337	-0.0322785305	-0.0492747106	0.0085786199	0.0024016249	0.1308662548	0.065638691	0.0825672334	-0.0029242922	0.0561321557	0.004063363	0.0542829218	-0.0222740638	-0.0075296941	-0.0482900366	0.0106827587	-0.0368023845	0.0198853548	-0.0071913958	-0.0206801706	-0.0507915827	-0.0020538461	-0.0595346164	0.008442938	0.0318931025	0.0175494174	0.0279865385	-0.0683805231	-0.0122098891	-0.0152635919	-0.0467096358	0.0179730792	-0.090805323	0.1125682576	0.0531446897	-0.017685468	0.0290607148	-0.0102026552	-0.0171377598	-0.0240099777	-0.0940719172	-0.0200469735	0.0650377056	0.0976296713	-0.0618606791	0.036413811	0.0842038063	-0.1164937962	0.0179786009	-0.0465029504	0.0022821373	0.0098805977	0.0905994644	-0.0363513591	-0.0040220793	-0.0825635621	0.0615281933	0.0110811301	-0.0448275254	-0.0786418943	-0.0736957799	-0.0324269895	0.0248241955	0.0698401994	0.0491052018909812	0.0114975140106282	0.0001321928284245	0.002411320852754	0.0885366884797775	0.002239608198721	5.015844883778332e-06	0.0078387452069651	-0.0861632164584307	0.0059491537584506	0.0074240998704623	3.5392430441686976e-05	0.0012549569671654	0.000154232484648	2.37876593206956e-08	1.574916989436979e-06	-0.001250547524658	0.0002009035246262	1.5638691114282512e-06	4.036222620723015e-08	0.0007297850571499	-0.0002680150156189	7.183204859725278e-08	5.325862296392828e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1990.1468656726129	-5.885865398273609	34.643411486594545	3960684.546946525	2693.1943254743305	8.844832589285943	7253295.674767134	78.23106353249467	1909.2766047374744	-5.657908265020069	32.01192593538241	3645337.153397858	2088.842915192311	1384.7231258795362	1.161766	28.006424	0.1432935737920367	0.067695502840055	-0.1232892798	-0.003833834	-0.008102093	-0.0410584208	0.0228740004	-0.1152709183	0.0615381646	0.0407625116	-0.087358902	0.0286171839	0.0786607049	0.0005412755	0.0372979315	-0.0231785519	0.0132176719	0.0358064616	0.0895937237	0.0063645498	0.0344581654	-0.0129284928	-0.0428694617	-0.0405915691	-0.0588049549	-0.010052169	0.0709761425	-0.0953989457	0.0180006177	0.0449393264	-0.0159530971	0.0347213376	-0.0184235448	0.0414571315	-0.017320629	-0.1121616653	0.0138053507	0.0746768441	-0.0483921284	-0.0859239357	0.0325530715	-0.0242184948	0.0046490909	-0.0413994289	-0.0756222707	-0.0508717747	-0.0082049217	0.1287861231	0.0192643748	-0.0110305763	-0.01175897	0.0256702905	0.0811814545	-0.0404635512	0.0316864903	-0.0775040902	-0.0098042405	-0.0146405402	-0.0177666675	-0.0142596481	0.0878374321	0.0595720937	0.0254440461	0.0256336037	-0.0017635916	0.008144654	-0.0412282719	0.0140658683	-0.0865636973	0.0337500657	0.0133697952	-0.0191203746	-0.0299046212	-0.035209317	-0.0674747479	0.0920160365	0.0611757951	0.016153915	-0.0045247342	-0.0216117513	0.0604060869	-0.102624391	-0.0740875242	0.0287368403	0.0356204758	0.0212668687	0.0201113817	0.0220099573	0.0158915286	0.1149246995	0.018290499	-0.0424694926	0.0318267396	-0.0566081249	-0.0745233856	0.1139041305	0.2465556536	-0.0227262211	0.0609627523	0.009384579	-0.0469489822	-0.0794923845	-0.0717551168	-0.0276578354	0.0304543249	0.073134559	0.0515689971180961	0.0024637952271149	6.070286921154167e-06	0.0026593614637662	0.0666785078143021	-0.0218581806654754	0.0004777800620045	0.0044460234043419	-0.1109565693044771	-0.0247933528460464	0.0123113602718192	0.0006147103453485	0.0005508087720515	-0.0007041481951139	4.958246806821631e-07	3.033903033688812e-07	-0.0014330740563119	-0.0001825265316538	2.053701250874242e-06	3.3315934757602114e-08	-0.0002671051171503	-0.0009968901743002	9.937900196162832e-07	7.134514360787548e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1993.5003666195623	3.353500946949453	11.245968601190874	3974043.711712329	2685.540563964844	-7.653761509486685	7212128.120700612	58.5800652440999	1910.9485611176824	1.6719563802080302	2.7954381373183392	3651724.403237741	2096.88710715554	1450.378111701047	1.626322	39.205372	0.3036410168208701	0.1857443780176117	-0.2745413413	0.060081992	-0.0996023877	-0.0022783429	0.0543867109	-0.2158147142	-0.0097087656	-0.1133953446	-0.1834050296	-0.0375822781	0.0431339216	-0.0934029716	-0.0055539348	-0.0083168654	-0.1345509199	0.2958448233	0.1169645097	0.0091046178	0.0955583402	-0.0425871507	-0.1870487972	0.105522193	0.1536121952	-0.1395524602	0.0030910005	-0.057471253	-0.0131737581	-0.1038606451	0.0957582126	0.1643654089	0.0342305573	0.0058867635	-0.0122797651	-0.056318042	-0.0060272949	0.1063348628	0.0694241051	0.0248712587	-0.1382249621	0.0209816462	0.1586905406	-0.015947786	-0.0131615656	-0.0319044023	0.0835244555	0.203338978	0.0726594482	0.1344930071	-0.0309544991	0.119487168	0.1196368436	0.001965395	-0.0855922601	-0.1079774808	0.0840111324	-0.1818858486	0.2103286982	0.0926901259	0.0032011863	0.0745655917	0.0494811113	0.0802619278	0.0507071715	0.1556431617	-0.0510834575	0.044434746	0.10961241	0.0291722699	-0.0106915403	0.0765029026	0.0774595375	0.0953294979	-0.1249065114	0.2688083614	0.0324286723	0.1290016178	0.1829658363	0.0738009672	-0.0433717122	-0.1586896253	-0.0493368823	-0.1929568209	0.0578859839	-0.0377467518	-0.0268454965	-0.1672033035	0.0056732193	-0.0487806877	-0.0422796453	-0.0497467335	-0.0273189696	-0.1616030912	-0.0743894912	0.1455680379	0.0547723566	0.1576611462	0.060390626	0.0076839116	-0.0490241061	-0.0802034182	-0.0696177779	-0.0227795284	0.0359208828	0.0759159322	0.078739760399344	0.0271707632812478	0.0007382503772856	0.0061999498677461	0.0821437520014001	0.015465244187098	0.0002391737777665	0.0067475959928675	-0.2902121347052713	-0.1792555654007941	0.0842230831301905	0.0321325577271584	-0.0006552171416109	-0.0012060259136624	1.4544985044252267e-06	4.293095026607582e-07	-0.0011228736763502	0.0003102003799616	1.2608452930402137e-06	9.622427572838305e-08	-0.0003858677025608	-0.0001187625854104	1.4104551693386304e-08	1.4889388387955e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1999.0280954524865	5.52772883292414	30.555786050340878	3996113.326408396	2695.917747453962	10.377183489118124	7267972.501037245	107.6859371668258	1917.9593990128924	7.010837895209988	49.15184799291242	3678568.256261896	2087.7008454293914	1422.413988591412	2.300324	55.4534	0.5624390177015102	0.4299138011794399	0.0100213534	0.0764233386	-0.0907687115	0.1839096787	0.0341956322	0.0396340635	0.0341231572	0.0483140653	0.1259693618	-0.0827477376	-0.0561227591	0.0335840936	-0.0397915152	-0.1184314351	0.0396199029	-0.0586818889	-0.0406786064	0.0144907673	-0.071426638	-0.0045280233	0.0677161796	0.1662288871	0.0376995255	-0.0114637627	-0.0053009594	0.0234627752	0.1151649484	0.0523990037	0.062824475	0.0273872111	-0.0395738303	0.00102051	0.0274745674	0.0175337952	-0.0093960501	-0.0529088742	-0.0141814265	-0.0622207408	-0.0895496699	-0.0466531038	-0.0267233789	0.0166385462	-0.0102824048	0.0099961038	-0.0263861262	-0.0218863052	0.0269332331	-0.0715913729	0.0489299675	-0.0317532549	0.0252807199	0.0434048751	0.1266629762	0.0961443935	-0.1461913296	-0.0302975913	-0.0406395207	-0.0575242904	-0.046790839	-0.1456264183	0.1377817333	0.0790159988	-0.0714737359	0.0709435056	-0.1463769752	0.0127565526	0.0004894697	-0.0867609465	-0.0302763647	-0.0266680798	-0.1475697326	0.0024185902	0.012242589	0.0019664401	0.1020588668	0.0329214539	0.0443725598	0.1425012691	-0.0932199619	0.1167598101	-0.0280919827	0.123494007	0.1183315081	0.0546820798	-0.0048496136	-0.0132633014	0.0519995894	-0.0048738885	-0.0541491574	-0.0720939844	-0.1103494554	0.0473295543	0.1654463317	0.0185551758	-0.0873490633	0.0832405346	0.0598118772	0.0059798738	-0.0510508491	-0.0807737477	-0.0672896215	-0.0178113211	0.041194508	0.0781648097	0.0113302432718853	-0.0674095171274587	0.0045440429993571	0.0001283744126001	0.0180689628480479	-0.0640747891533522	0.0041055786050465	0.0003264874184041	0.1281639911604131	0.4183761258656844	0.0164260086301664	0.175038582694379	-0.0007062495478751	-5.103240626420002e-05	2.604306489114362e-09	4.987884238737832e-07	-0.0010233282437197	9.954543263049992e-05	1.0472006943944458e-06	9.9092931575934e-09	-0.0004868615747664	-0.0001009938722056	1.0199762223081068e-08	2.370341929840189e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
